Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
ORDER7016,2023-08-30,In Transit,85,104.5,4,RIDER7016
ORDER7017,2023-09-17,Delivered,10,392.42,4,RIDER7017
ORDER7018,2023-01-08,Delivered,104,416.39,2,RIDER7018
ORDER7019,2023-02-12,In Transit,74,408.79,4,RIDER7019
ORDER7020,2023-04-23,In Transit,94,221.8,2,RIDER7020
ORDER7021,2023-09-10,Delivered,24,221.43,1,RIDER7021
ORDER7022,2023-09-04,Failed,31,453.8,1,RIDER7022
ORDER7023,2023-01-20,Delivered,112,496.62,1,RIDER7023
ORDER7024,2023-01-17,In Transit,61,254.8,3,RIDER7024
ORDER7025,2023-08-26,In Transit,44,194.17,5,RIDER7025
ORDER7026,2023-06-03,In Transit,95,53.0,2,RIDER7026
ORDER7027,2023-02-21,Failed,90,313.97,4,RIDER7027
ORDER7028,2023-06-14,Failed,30,137.55,4,RIDER7028
ORDER7029,2023-05-21,Delivered,79,456.98,2,RIDER7029
ORDER7030,2023-04-16,Failed,113,224.2,2,RIDER7030
ORDER7031,2023-01-13,Failed,94,457.34,1,RIDER7031
ORDER7032,2023-08-18,Delivered,38,491.17,5,RIDER7032
ORDER7033,2023-03-09,In Transit,59,216.77,3,RIDER7033
ORDER7034,2023-08-29,Delivered,37,252.95,4,RIDER7034
ORDER7035,2023-12-26,Failed,86,467.33,3,RIDER7035
ORDER7036,2023-12-27,Delivered,104,460.41,3,RIDER7036
ORDER7037,2023-01-18,Failed,80,187.62,2,RIDER7037
ORDER7038,2023-06-23,Delivered,14,161.72,2,RIDER7038
ORDER7039,2023-12-16,Failed,42,64.04,5,RIDER7039
ORDER7040,2023-07-05,Failed,105,329.36,2,RIDER7040
ORDER7041,2023-10-10,Delivered,14,429.0,2,RIDER7041
ORDER7042,2023-02-08,Failed,28,288.37,2,RIDER7042
ORDER7043,2023-05-18,In Transit,23,497.38,4,RIDER7043
ORDER7044,2023-04-15,Failed,81,64.18,5,RIDER7044
ORDER7045,2023-05-18,Delivered,109,298.99,4,RIDER7045
ORDER7046,2023-10-12,Failed,105,171.32,2,RIDER7046
ORDER7047,2023-03-10,In Transit,23,53.43,4,RIDER7047
ORDER7048,2023-07-06,Delivered,55,252.59,3,RIDER7048
ORDER7049,2023-01-06,Failed,82,361.41,4,RIDER7049
ORDER7050,2023-11-29,Failed,102,334.0,5,RIDER7050
ORDER7051,2023-05-23,In Transit,86,275.41,4,RIDER7051
ORDER7052,2023-07-13,Failed,112,195.98,2,RIDER7052
ORDER7053,2023-08-15,In Transit,13,201.01,2,RIDER7053
ORDER7054,2023-10-29,Failed,40,498.57,3,RIDER7054
ORDER7055,2023-02-21,Delivered,56,411.11,4,RIDER7055
ORDER7056,2023-02-11,Failed,83,213.88,1,RIDER7056
ORDER7057,2023-04-27,Delivered,86,314.66,2,RIDER7057
ORDER7058,2023-05-01,Failed,116,371.12,5,RIDER7058
ORDER7059,2023-03-26,Delivered,56,484.81,2,RIDER7059
ORDER7060,2023-07-28,Delivered,45,115.07,1,RIDER7060
ORDER7061,2023-11-26,Failed,58,152.39,1,RIDER7061
ORDER7062,2023-08-04,Failed,50,193.29,4,RIDER7062
ORDER7063,2023-03-16,Failed,87,390.41,5,RIDER7063
ORDER7064,2023-09-03,Failed,11,243.43,4,RIDER7064
ORDER7065,2023-02-04,Delivered,21,406.36,1,RIDER7065
ORDER7066,2023-12-07,In Transit,21,439.95,1,RIDER7066
ORDER7067,2023-06-25,In Transit,42,187.91,1,RIDER7067
ORDER7068,2023-09-08,Delivered,20,168.26,1,RIDER7068
ORDER7069,2023-12-15,Delivered,14,382.44,5,RIDER7069
ORDER7070,2023-03-13,Delivered,59,214.01,3,RIDER7070
ORDER7071,2023-02-15,In Transit,67,499.22,4,RIDER7071
ORDER7072,2023-06-22,Failed,55,209.6,2,RIDER7072
ORDER7073,2023-03-06,In Transit,70,498.38,1,RIDER7073
ORDER7074,2023-11-08,Failed,51,67.26,4,RIDER7074
ORDER7075,2023-09-10,In Transit,31,248.06,1,RIDER7075
ORDER7076,2023-03-24,In Transit,105,424.44,2,RIDER7076
ORDER7077,2023-07-31,In Transit,105,310.62,4,RIDER7077
ORDER7078,2023-06-19,In Transit,36,130.24,2,RIDER7078
ORDER7079,2023-11-11,In Transit,36,464.28,5,RIDER7079
ORDER7080,2023-06-05,In Transit,101,333.89,5,RIDER7080
ORDER7081,2023-02-10,In Transit,79,118.05,3,RIDER7081
ORDER7082,2023-11-30,Failed,56,151.14,3,RIDER7082
ORDER7083,2023-06-27,Delivered,23,201.71,4,RIDER7083
ORDER7084,2023-05-12,Delivered,23,233.08,4,RIDER7084
ORDER7085,2023-09-06,Delivered,109,379.46,1,RIDER7085
ORDER7086,2023-06-16,Delivered,52,150.14,2,RIDER7086
ORDER7087,2023-06-09,In Transit,118,169.86,4,RIDER7087
ORDER7088,2023-06-20,Failed,75,136.13,1,RIDER7088
ORDER7089,2023-05-07,Delivered,103,98.26,4,RIDER7089
ORDER7090,2023-11-11,Failed,11,54.53,4,RIDER7090
ORDER7091,2023-11-10,In Transit,64,333.34,4,RIDER7091
ORDER7092,2023-09-03,Failed,106,377.04,2,RIDER7092
ORDER7093,2023-10-05,In Transit,31,54.86,5,RIDER7093
ORDER7094,2023-10-20,In Transit,67,351.74,3,RIDER7094
ORDER7095,2023-02-23,Failed,120,154.08,5,RIDER7095
ORDER7096,2023-04-08,In Transit,53,291.36,5,RIDER7096
ORDER7097,2023-12-26,Failed,67,494.32,5,RIDER7097
ORDER7098,2023-05-15,In Transit,75,192.38,5,RIDER7098
ORDER7099,2023-01-10,In Transit,16,432.75,1,RIDER7099
ORDER7100,2023-10-22,In Transit,60,458.72,4,RIDER7100
ORDER7101,2023-01-05,Delivered,54,187.72,3,RIDER7101
ORDER7102,2023-02-03,Delivered,110,469.37,4,RIDER7102
ORDER7103,2023-02-24,In Transit,118,80.03,2,RIDER7103
ORDER7104,2023-04-14,In Transit,50,401.06,4,RIDER7104
ORDER7105,2023-09-13,Delivered,117,394.5,2,RIDER7105
ORDER7106,2023-03-13,Failed,16,70.19,4,RIDER7106
ORDER7107,2023-04-03,In Transit,97,57.26,5,RIDER7107
ORDER7108,2023-06-02,Failed,87,421.96,2,RIDER7108
ORDER7109,2023-08-19,In Transit,112,167.0,3,RIDER7109
ORDER7110,2023-07-15,Delivered,76,205.74,1,RIDER7110
ORDER7111,2023-05-09,Failed,119,451.17,2,RIDER7111
ORDER7112,2023-03-11,Failed,52,318.89,3,RIDER7112
ORDER7113,2023-02-08,Delivered,42,267.8,3,RIDER7113
ORDER7114,2023-05-29,Failed,37,463.09,1,RIDER7114
ORDER7115,2023-12-29,Delivered,37,426.12,4,RIDER7115
ORDER7116,2023-04-22,In Transit,58,205.1,5,RIDER7116
ORDER7117,2023-03-23,Failed,93,496.98,2,RIDER7117
ORDER7118,2023-09-07,In Transit,89,210.78,5,RIDER7118
ORDER7119,2023-09-25,Failed,10,395.92,3,RIDER7119
ORDER7120,2023-02-04,Failed,104,117.33,2,RIDER7120
ORDER7121,2023-07-26,Failed,87,68.18,3,RIDER7121
ORDER7122,2023-09-21,Delivered,42,53.03,4,RIDER7122
ORDER7123,2023-07-29,Failed,88,414.05,1,RIDER7123
ORDER7124,2023-01-20,In Transit,37,495.63,3,RIDER7124
ORDER7125,2023-03-27,Delivered,118,335.39,1,RIDER7125
ORDER7126,2023-06-27,Failed,51,66.84,2,RIDER7126
ORDER7127,2023-06-09,Delivered,80,464.11,5,RIDER7127
ORDER7128,2023-01-28,In Transit,56,499.77,1,RIDER7128
ORDER7129,2023-04-23,Delivered,22,465.66,2,RIDER7129
ORDER7130,2023-07-18,Failed,95,214.0,4,RIDER7130
ORDER7131,2023-03-09,In Transit,41,294.23,5,RIDER7131
ORDER7132,2023-06-24,In Transit,77,361.11,4,RIDER7132
ORDER7133,2023-10-15,In Transit,43,203.24,5,RIDER7133
ORDER7134,2023-03-14,Failed,79,197.34,5,RIDER7134
ORDER7135,2023-04-29,In Transit,55,66.66,1,RIDER7135
ORDER7136,2023-04-08,Failed,116,84.2,5,RIDER7136
ORDER7137,2023-01-02,In Transit,99,451.74,2,RIDER7137
ORDER7138,2023-10-17,Failed,27,157.3,4,RIDER7138
ORDER7139,2023-10-10,Failed,45,468.29,5,RIDER7139
ORDER7140,2023-02-27,Delivered,103,231.43,4,RIDER7140
ORDER7141,2023-03-21,In Transit,60,143.44,4,RIDER7141
ORDER7142,2023-03-21,Delivered,115,200.51,4,RIDER7142
ORDER7143,2023-09-26,In Transit,26,221.74,4,RIDER7143
ORDER7144,2023-07-16,Failed,108,363.11,1,RIDER7144
ORDER7145,2023-12-07,Failed,94,304.11,3,RIDER7145
ORDER7146,2023-09-02,Delivered,113,314.75,2,RIDER7146
ORDER7147,2023-08-08,In Transit,11,268.82,1,RIDER7147
ORDER7148,2023-05-05,Delivered,27,389.86,5,RIDER7148
ORDER7149,2023-06-27,Delivered,53,272.14,1,RIDER7149
ORDER7150,2023-08-04,Failed,39,237.41,3,RIDER7150
ORDER7151,2023-08-26,In Transit,81,325.21,3,RIDER7151
ORDER7152,2023-06-22,Delivered,15,79.5,3,RIDER7152
ORDER7153,2023-12-01,Failed,34,453.04,1,RIDER7153
ORDER7154,2023-07-04,Failed,120,374.91,5,RIDER7154
ORDER7155,2023-01-13,Delivered,88,373.0,3,RIDER7155
ORDER7156,2023-10-27,Failed,85,166.54,1,RIDER7156
ORDER7157,2023-03-15,Delivered,74,278.3,2,RIDER7157
ORDER7158,2023-12-07,Failed,30,274.65,3,RIDER7158
ORDER7159,2023-06-25,In Transit,45,64.71,1,RIDER7159
ORDER7160,2023-04-20,Delivered,39,193.39,3,RIDER7160
ORDER7161,2023-05-26,In Transit,108,495.54,3,RIDER7161
ORDER7162,2023-11-22,In Transit,84,295.35,3,RIDER7162
ORDER7163,2023-04-14,In Transit,37,357.03,1,RIDER7163
ORDER7164,2023-03-30,Delivered,21,204.92,3,RIDER7164
ORDER7165,2023-01-06,Failed,38,359.97,2,RIDER7165
ORDER7166,2023-12-23,Failed,32,193.25,4,RIDER7166
ORDER7167,2023-11-06,Failed,98,464.15,4,RIDER7167
ORDER7168,2023-05-26,Delivered,13,155.04,1,RIDER7168
ORDER7169,2023-02-14,In Transit,41,185.7,2,RIDER7169
ORDER7170,2023-08-03,Delivered,38,221.75,2,RIDER7170
ORDER7171,2023-01-23,Failed,89,313.6,1,RIDER7171
ORDER7172,2023-11-10,Failed,13,120.74,2,RIDER7172
ORDER7173,2023-07-24,Failed,34,206.56,3,RIDER7173
ORDER7174,2023-01-24,Failed,17,319.07,2,RIDER7174
ORDER7175,2023-02-04,Failed,69,322.99,3,RIDER7175
ORDER7176,2023-10-08,Delivered,47,51.15,3,RIDER7176
ORDER7177,2023-11-21,In Transit,54,457.81,2,RIDER7177
ORDER7178,2023-10-15,Delivered,41,248.92,4,RIDER7178
ORDER7179,2023-06-03,Failed,36,436.2,5,RIDER7179
ORDER7180,2023-12-05,Failed,70,486.11,3,RIDER7180
ORDER7181,2023-11-27,Failed,37,478.95,1,RIDER7181
ORDER7182,2023-05-21,Delivered,118,219.78,4,RIDER7182
ORDER7183,2023-12-17,In Transit,48,344.8,5,RIDER7183
ORDER7184,2023-01-29,Failed,44,330.23,3,RIDER7184
ORDER7185,2023-05-13,Delivered,59,295.2,4,RIDER7185
ORDER7186,2023-04-15,Failed,117,406.84,5,RIDER7186
ORDER7187,2023-06-30,In Transit,72,123.16,4,RIDER7187
ORDER7188,2023-11-07,Delivered,49,468.19,3,RIDER7188
ORDER7189,2023-10-31,Failed,111,83.74,2,RIDER7189
ORDER7190,2023-02-03,Failed,99,206.79,1,RIDER7190
ORDER7191,2023-05-05,In Transit,87,215.75,5,RIDER7191
ORDER7192,2023-01-15,Failed,112,148.07,4,RIDER7192
ORDER7193,2023-06-02,Delivered,106,265.56,3,RIDER7193
ORDER7194,2023-03-06,Failed,110,109.16,1,RIDER7194
ORDER7195,2023-11-10,In Transit,61,296.45,1,RIDER7195
ORDER7196,2023-06-10,Delivered,23,399.3,4,RIDER7196
ORDER7197,2023-07-27,In Transit,89,498.96,1,RIDER7197
ORDER7198,2023-08-04,In Transit,53,253.34,3,RIDER7198
ORDER7199,2023-02-09,Delivered,115,276.69,2,RIDER7199
ORDER7200,2023-04-03,Delivered,112,102.44,4,RIDER7200
ORDER7201,2023-09-03,Failed,119,487.06,2,RIDER7201
ORDER7202,2023-04-25,Delivered,91,238.27,3,RIDER7202
ORDER7203,2023-03-13,Failed,20,351.06,2,RIDER7203
ORDER7204,2023-07-15,Failed,43,157.58,2,RIDER7204
ORDER7205,2023-05-11,Failed,55,441.35,4,RIDER7205
ORDER7206,2023-05-13,Failed,113,495.34,1,RIDER7206
ORDER7207,2023-02-22,In Transit,100,86.91,1,RIDER7207
ORDER7208,2023-10-02,In Transit,119,303.05,2,RIDER7208
ORDER7209,2023-07-12,In Transit,85,358.25,5,RIDER7209
ORDER7210,2023-07-31,In Transit,65,373.23,2,RIDER7210
ORDER7211,2023-12-01,In Transit,11,264.44,4,RIDER7211
ORDER7212,2023-06-13,Delivered,77,488.21,1,RIDER7212
ORDER7213,2023-03-30,Failed,24,287.91,4,RIDER7213
ORDER7214,2023-08-09,Delivered,54,79.77,1,RIDER7214
ORDER7215,2023-04-26,Failed,42,381.87,4,RIDER7215
ORDER7216,2023-07-31,Failed,32,190.14,2,RIDER7216
ORDER7217,2023-10-15,In Transit,33,64.71,4,RIDER7217
ORDER7218,2023-06-22,Failed,14,461.44,4,RIDER7218
ORDER7219,2023-08-23,Delivered,17,116.92,2,RIDER7219
ORDER7220,2023-08-18,In Transit,93,427.83,4,RIDER7220
ORDER7221,2023-03-02,Delivered,53,335.3,1,RIDER7221
ORDER7222,2023-08-31,Delivered,34,165.7,1,RIDER7222
ORDER7223,2023-03-17,Failed,88,277.34,2,RIDER7223
ORDER7224,2023-04-07,Delivered,80,365.63,5,RIDER7224
ORDER7225,2023-08-23,Failed,101,75.34,3,RIDER7225
ORDER7226,2023-01-24,Failed,116,285.81,3,RIDER7226
ORDER7227,2023-04-17,Delivered,41,473.82,5,RIDER7227
ORDER7228,2023-06-12,Delivered,120,141.93,3,RIDER7228
ORDER7229,2023-04-10,Failed,75,273.33,3,RIDER7229
ORDER7230,2023-12-03,Failed,57,420.86,5,RIDER7230
ORDER7231,2023-04-03,In Transit,94,134.86,1,RIDER7231
ORDER7232,2023-02-10,Delivered,111,490.02,2,RIDER7232
ORDER7233,2023-11-10,Failed,116,194.45,1,RIDER7233
ORDER7234,2023-04-01,In Transit,103,484.16,1,RIDER7234
ORDER7235,2023-01-04,Delivered,42,73.27,1,RIDER7235
ORDER7236,2023-03-10,Delivered,99,81.19,3,RIDER7236
ORDER7237,2023-02-14,Failed,61,275.77,1,RIDER7237
ORDER7238,2023-05-31,Delivered,95,169.26,4,RIDER7238
ORDER7239,2023-07-17,In Transit,117,112.67,2,RIDER7239
ORDER7240,2023-07-30,Delivered,57,467.03,1,RIDER7240
ORDER7241,2023-07-28,In Transit,66,444.29,3,RIDER7241
ORDER7242,2023-07-03,Delivered,59,183.91,4,RIDER7242
ORDER7243,2023-03-11,Failed,40,439.41,3,RIDER7243
ORDER7244,2023-03-08,In Transit,48,428.88,1,RIDER7244
ORDER7245,2023-12-04,Delivered,59,333.67,3,RIDER7245
ORDER7246,2023-06-13,Failed,91,173.83,4,RIDER7246
ORDER7247,2023-01-08,In Transit,14,316.13,1,RIDER7247
ORDER7248,2023-12-24,In Transit,54,291.85,2,RIDER7248
ORDER7249,2023-03-05,In Transit,96,177.97,1,RIDER7249
ORDER7250,2023-12-13,Delivered,33,312.31,5,RIDER7250
ORDER7251,2023-04-21,In Transit,56,482.07,1,RIDER7251
ORDER7252,2023-04-30,In Transit,115,125.05,4,RIDER7252
ORDER7253,2023-09-27,Delivered,104,248.08,4,RIDER7253
ORDER7254,2023-07-05,Delivered,59,378.5,4,RIDER7254
ORDER7255,2023-03-30,Delivered,56,162.22,3,RIDER7255
ORDER7256,2023-12-15,Delivered,85,327.26,4,RIDER7256
ORDER7257,2023-04-23,In Transit,22,183.71,2,RIDER7257
ORDER7258,2023-01-02,In Transit,14,156.83,2,RIDER7258
ORDER7259,2023-03-28,Delivered,21,498.65,5,RIDER7259
ORDER7260,2023-10-06,Delivered,55,226.31,4,RIDER7260
ORDER7261,2023-09-22,In Transit,41,179.94,5,RIDER7261
ORDER7262,2023-05-15,In Transit,36,303.21,1,RIDER7262
ORDER7263,2023-11-14,In Transit,91,349.58,2,RIDER7263
ORDER7264,2023-03-09,In Transit,39,121.41,3,RIDER7264
ORDER7265,2023-02-12,Delivered,58,293.54,3,RIDER7265
ORDER7266,2023-12-11,Failed,101,169.64,1,RIDER7266
ORDER7267,2023-06-03,Failed,42,172.06,2,RIDER7267
ORDER7268,2023-05-04,Delivered,34,489.5,1,RIDER7268
ORDER7269,2023-11-07,In Transit,102,198.04,1,RIDER7269
ORDER7270,2023-07-16,Failed,41,421.7,5,RIDER7270
ORDER7271,2023-11-07,Delivered,63,367.55,1,RIDER7271
ORDER7272,2023-05-31,Failed,73,122.94,2,RIDER7272
ORDER7273,2023-08-17,Delivered,113,381.06,4,RIDER7273
ORDER7274,2023-03-21,Delivered,32,329.29,2,RIDER7274
ORDER7275,2023-01-30,In Transit,18,431.81,3,RIDER7275
ORDER7276,2023-08-07,In Transit,22,432.65,5,RIDER7276
ORDER7277,2023-04-22,In Transit,30,238.83,4,RIDER7277
ORDER7278,2023-12-29,Delivered,11,176.53,3,RIDER7278
ORDER7279,2023-06-28,Delivered,100,316.05,1,RIDER7279
ORDER7280,2023-03-13,In Transit,31,396.01,1,RIDER7280
ORDER7281,2023-05-12,Failed,94,354.2,1,RIDER7281
ORDER7282,2023-11-08,Failed,96,116.93,5,RIDER7282
ORDER7283,2023-09-11,Failed,13,438.37,5,RIDER7283
ORDER7284,2023-04-10,Failed,10,343.1,5,RIDER7284
ORDER7285,2023-01-11,Failed,66,230.83,1,RIDER7285
ORDER7286,2023-08-23,Failed,110,132.41,1,RIDER7286
ORDER7287,2023-12-08,In Transit,91,161.15,1,RIDER7287
ORDER7288,2023-06-01,In Transit,77,205.27,1,RIDER7288
ORDER7289,2023-11-28,Delivered,94,210.05,1,RIDER7289
ORDER7290,2023-05-27,In Transit,68,188.34,4,RIDER7290
ORDER7291,2023-04-28,Delivered,90,239.51,3,RIDER7291
ORDER7292,2023-04-29,Failed,44,354.09,3,RIDER7292
ORDER7293,2023-09-30,Delivered,65,398.55,1,RIDER7293
ORDER7294,2023-01-17,In Transit,41,118.33,4,RIDER7294
ORDER7295,2023-03-29,In Transit,103,147.88,5,RIDER7295
ORDER7296,2023-03-01,Failed,92,322.03,5,RIDER7296
ORDER7297,2023-03-14,Failed,76,376.45,2,RIDER7297
ORDER7298,2023-11-03,In Transit,55,102.66,5,RIDER7298
ORDER7299,2023-11-04,Delivered,41,434.36,2,RIDER7299
ORDER7300,2023-09-16,Failed,30,473.31,5,RIDER7300
ORDER7301,2023-04-21,Delivered,108,183.95,4,RIDER7301
ORDER7302,2023-05-12,Failed,50,191.86,5,RIDER7302
ORDER7303,2023-12-28,In Transit,16,279.81,4,RIDER7303
ORDER7304,2023-03-06,In Transit,16,355.44,3,RIDER7304
ORDER7305,2023-08-06,Failed,106,262.29,4,RIDER7305
ORDER7306,2023-06-23,Failed,23,64.13,1,RIDER7306
ORDER7307,2023-12-12,Failed,86,77.99,5,RIDER7307
ORDER7308,2023-06-22,In Transit,61,472.74,1,RIDER7308
ORDER7309,2023-04-29,In Transit,56,194.05,5,RIDER7309
ORDER7310,2023-09-21,Delivered,39,242.17,1,RIDER7310
ORDER7311,2023-05-02,Failed,71,183.4,2,RIDER7311
ORDER7312,2023-06-12,In Transit,84,229.64,5,RIDER7312
ORDER7313,2023-06-18,Delivered,62,465.83,5,RIDER7313
ORDER7314,2023-10-23,Failed,27,494.75,3,RIDER7314
ORDER7315,2023-01-18,Failed,53,307.54,5,RIDER7315
ORDER7316,2023-03-28,In Transit,27,203.91,5,RIDER7316
ORDER7317,2023-10-26,Delivered,69,291.58,3,RIDER7317
ORDER7318,2023-02-07,In Transit,111,252.63,3,RIDER7318
ORDER7319,2023-03-07,Failed,33,142.15,3,RIDER7319
ORDER7320,2023-12-04,Failed,16,83.8,4,RIDER7320
ORDER7321,2023-12-14,Delivered,110,207.22,1,RIDER7321
ORDER7322,2023-07-29,Failed,82,273.75,3,RIDER7322
ORDER7323,2023-09-26,Failed,38,247.77,5,RIDER7323
ORDER7324,2023-04-25,In Transit,53,469.64,2,RIDER7324
ORDER7325,2023-11-29,Failed,68,163.56,4,RIDER7325
ORDER7326,2023-04-16,Failed,94,218.81,5,RIDER7326
ORDER7327,2023-02-17,In Transit,102,145.9,1,RIDER7327
ORDER7328,2023-01-25,In Transit,47,101.02,5,RIDER7328
ORDER7329,2023-01-25,Delivered,50,285.65,4,RIDER7329
ORDER7330,2023-04-25,Failed,94,372.99,5,RIDER7330
ORDER7331,2023-07-07,Delivered,86,476.94,3,RIDER7331
ORDER7332,2023-06-03,Failed,16,466.78,3,RIDER7332
ORDER7333,2023-10-08,Delivered,111,344.34,4,RIDER7333
ORDER7334,2023-10-23,Failed,78,487.51,5,RIDER7334
ORDER7335,2023-03-26,Failed,45,283.46,4,RIDER7335
ORDER7336,2023-02-22,In Transit,57,460.15,5,RIDER7336
ORDER7337,2023-09-03,In Transit,56,375.06,1,RIDER7337
ORDER7338,2023-06-02,In Transit,96,302.97,3,RIDER7338
ORDER7339,2023-01-05,Failed,16,252.27,2,RIDER7339
ORDER7340,2023-01-06,Delivered,108,244.71,1,RIDER7340
ORDER7341,2023-10-14,Failed,115,171.23,1,RIDER7341
ORDER7342,2023-09-26,Delivered,61,240.48,4,RIDER7342
ORDER7343,2023-11-22,Failed,32,136.95,5,RIDER7343
ORDER7344,2023-09-05,In Transit,85,67.64,3,RIDER7344
ORDER7345,2023-11-06,Delivered,41,465.13,3,RIDER7345
ORDER7346,2023-09-20,In Transit,78,363.86,2,RIDER7346
ORDER7347,2023-03-24,Failed,52,67.07,4,RIDER7347
ORDER7348,2023-06-14,In Transit,116,55.67,4,RIDER7348
ORDER7349,2023-12-19,In Transit,91,394.16,2,RIDER7349
ORDER7350,2023-09-22,Delivered,30,186.91,1,RIDER7350
ORDER7351,2023-11-11,In Transit,93,369.75,4,RIDER7351
ORDER7352,2023-07-22,Delivered,86,268.7,2,RIDER7352
ORDER7353,2023-11-27,Delivered,22,218.86,3,RIDER7353
ORDER7354,2023-06-23,In Transit,95,398.25,3,RIDER7354
ORDER7355,2023-05-13,Failed,29,55.85,3,RIDER7355
ORDER7356,2023-09-15,Delivered,108,173.68,4,RIDER7356
ORDER7357,2023-12-05,Failed,41,189.61,4,RIDER7357
ORDER7358,2023-05-30,Failed,44,273.21,5,RIDER7358
ORDER7359,2023-03-12,In Transit,115,255.11,5,RIDER7359
ORDER7360,2023-10-11,Delivered,36,106.49,2,RIDER7360
ORDER7361,2023-03-09,Delivered,59,383.29,4,RIDER7361
ORDER7362,2023-08-19,Delivered,50,314.87,1,RIDER7362
ORDER7363,2023-11-03,Failed,86,90.07,1,RIDER7363
ORDER7364,2023-01-03,Delivered,38,311.89,2,RIDER7364
ORDER7365,2023-11-01,Failed,44,384.84,2,RIDER7365
ORDER7366,2023-06-08,In Transit,63,120.25,2,RIDER7366
ORDER7367,2023-07-12,Failed,107,465.24,2,RIDER7367
ORDER7368,2023-12-20,Failed,79,83.66,5,RIDER7368
ORDER7369,2023-03-04,In Transit,96,248.47,4,RIDER7369
ORDER7370,2023-07-05,Failed,21,125.76,1,RIDER7370
ORDER7371,2023-08-12,In Transit,63,359.24,2,RIDER7371
ORDER7372,2023-04-04,In Transit,102,191.99,5,RIDER7372
ORDER7373,2023-12-09,In Transit,65,138.32,4,RIDER7373
ORDER7374,2023-11-20,Delivered,26,142.83,5,RIDER7374
ORDER7375,2023-07-06,Failed,41,436.13,2,RIDER7375
ORDER7376,2023-04-20,Delivered,27,152.56,4,RIDER7376
ORDER7377,2023-04-11,In Transit,84,118.48,4,RIDER7377
ORDER7378,2023-09-21,In Transit,75,488.89,5,RIDER7378
ORDER7379,2023-07-09,Failed,54,204.02,4,RIDER7379
ORDER7380,2023-02-27,Failed,62,337.21,3,RIDER7380
ORDER7381,2023-02-21,In Transit,98,372.01,1,RIDER7381
ORDER7382,2023-01-20,Failed,67,135.14,2,RIDER7382
ORDER7383,2023-03-06,Delivered,108,184.37,2,RIDER7383
ORDER7384,2023-08-21,Failed,120,163.14,2,RIDER7384
ORDER7385,2023-03-03,Failed,41,417.16,1,RIDER7385
ORDER7386,2023-06-23,Delivered,108,227.11,2,RIDER7386
ORDER7387,2023-06-25,In Transit,43,325.3,3,RIDER7387
ORDER7388,2023-07-10,Failed,83,150.66,3,RIDER7388
ORDER7389,2023-07-15,Failed,43,119.29,4,RIDER7389
ORDER7390,2023-09-05,Delivered,118,116.67,1,RIDER7390
ORDER7391,2023-12-09,Failed,89,132.25,3,RIDER7391
ORDER7392,2023-09-13,In Transit,65,170.22,3,RIDER7392
ORDER7393,2023-04-16,Failed,104,213.9,4,RIDER7393
ORDER7394,2023-06-30,In Transit,69,345.39,3,RIDER7394
ORDER7395,2023-05-10,In Transit,52,119.01,1,RIDER7395
ORDER7396,2023-05-22,In Transit,115,424.56,3,RIDER7396
ORDER7397,2023-06-21,Delivered,62,464.31,2,RIDER7397
ORDER7398,2023-12-28,Failed,101,348.58,3,RIDER7398
ORDER7399,2023-12-21,In Transit,26,73.66,5,RIDER7399
ORDER7400,2023-10-28,Delivered,47,62.25,3,RIDER7400
ORDER7401,2023-07-21,Delivered,12,69.61,4,RIDER7401
ORDER7402,2023-04-05,In Transit,106,423.06,3,RIDER7402
ORDER7403,2023-04-17,Failed,85,285.29,5,RIDER7403
ORDER7404,2023-08-18,Failed,37,480.09,1,RIDER7404
ORDER7405,2023-10-19,Failed,82,309.36,4,RIDER7405
ORDER7406,2023-02-17,Failed,29,249.17,4,RIDER7406
ORDER7407,2023-10-15,Failed,15,192.68,2,RIDER7407
ORDER7408,2023-10-18,Failed,77,335.2,2,RIDER7408
ORDER7409,2023-08-04,In Transit,92,252.28,1,RIDER7409
ORDER7410,2023-07-02,Delivered,93,209.54,5,RIDER7410
ORDER7411,2023-10-22,In Transit,32,457.41,1,RIDER7411
ORDER7412,2023-03-25,In Transit,78,167.55,3,RIDER7412
ORDER7413,2023-01-31,Delivered,49,414.99,3,RIDER7413
ORDER7414,2023-04-14,In Transit,92,155.03,2,RIDER7414
ORDER7415,2023-11-04,In Transit,74,317.43,3,RIDER7415
ORDER7416,2023-03-23,In Transit,25,81.35,4,RIDER7416
ORDER7417,2023-03-22,Delivered,42,463.77,1,RIDER7417
ORDER7418,2023-05-12,Failed,56,365.25,3,RIDER7418
ORDER7419,2023-03-30,In Transit,69,50.24,2,RIDER7419
ORDER7420,2023-03-02,In Transit,39,177.05,1,RIDER7420
ORDER7421,2023-05-03,In Transit,20,452.9,4,RIDER7421
ORDER7422,2023-07-14,Delivered,74,172.15,1,RIDER7422
ORDER7423,2023-04-22,Delivered,40,149.25,4,RIDER7423
ORDER7424,2023-04-25,Delivered,18,70.51,4,RIDER7424
ORDER7425,2023-05-13,In Transit,71,235.75,3,RIDER7425
ORDER7426,2023-01-24,Delivered,106,262.16,2,RIDER7426
ORDER7427,2023-01-08,Delivered,39,286.25,2,RIDER7427
ORDER7428,2023-06-18,Failed,64,403.16,5,RIDER7428
ORDER7429,2023-06-14,In Transit,62,363.16,4,RIDER7429
